"id","name","tel","email","website","position"
"703","Kahal Chassidim","3053009662","","","125"
"704","","","","","126"
"705","","","","","127"
"706","","","","","128"
"708","","","","","129"
"710","","","","","130"
"713","Chabad Lubavitch Of Edmonton","7804867244","chabad@shaw.ca","http://chabadedmonton.org/","131"
"716","Chabad Of Boca Raton","5614872934","Gevald@bellsouth.net","http://www.chabadofbocaraton.com","132"
"718","Young Israel Of Toco Hills","4043151417","","http://www.yith.org/","133"
"720","","","","","134"
"723","Congregation Beth Rambam","7137233030","office@bethrambam.org","http://www.bethrambam.org","135"
"724","","","","","136"
"727","","","","","137"
"733","","","","","138"
"740","","","","","139"
"742","","","","","140"
"744","","","","","141"
"747","Perth Hebrew Congregation","892710539","phc@theperthshule.asn.au","http://www.theperthshule.asn.au/","142"
"750","","","","","143"
"753","Hendon United Synagogue","2082026924","admin@hendonus.org.uk","","144"
"754","","","","","145"
"759","House Of Jacob Mikveh Israel","40325932308404","hojmi@telus.net","http://www.hojmi.org/","146"
"761","","","","","147"
"775","","","","","148"
"779","","","","","149"
"781","","","","","150"
"801","","","","","151"
"802","","","","","152"
"805","","","","","153"
"807","Torah Ohr","6464747483","etorahohr@gmail.com","http://www.torahohr.net/","154"
"808","","","","","155"
"810","","","","","156"
"811","","","","","157"
"812","","","","","158"
"813","","","","","159"
"814","","","","","160"
"816","","","","","161"
"819","Chevra Thilim","4157522866","","http://www.sfshul.org","162"
"826","","","","","163"
"830","Beth Israel Of Westport/Norwalk","2038660534","rabbihecht@bethisraelct.org","http://bethisraelct.org","164"
"832","","","","","165"
"835","","","","","166"
"839","","","","","167"
"841","Torah Ohr","5614794049","RabbiTorahOhr@gmail.com","http://Torahohrboca.org","168"
"842","","","","","169"
"845","","","","","170"
"849","","","","","171"
"850","Beth Abraham","","","http://jewishbangor.org/","172"
"851","","","","","173"
"852","","","","","174"
"853","","","","","175"
"854","","","","","176"
"859","","","","","177"
"865","","","","","178"
"867","","","","","179"
"869","","","","","180"
"873","Housing And Urban Development","2027080614,6061","Isaac.Szanzer@HUD.Gov","","181"
"877","Agudas Achim Anshei Sfard / Adams Street Shul","6176300226","rabbiglass@adamsstreet.org","","182"
"888","Young Israel Of East Brunswick","7322541860","","http://www.yieb.org/","183"
"889","","","","","184"
"894","","","","","185"
"901","","","","","186"
"902","","","","","187"
"906","","","","","188"
"912","","","","","189"
"917","Kehillat New Hempstead","8453622425","info@knh.org","http://www.knh.org/","190"
"919","","","","","191"
"927","","","","","192"
"931","","","","","193"
"936","Golf Manor Synagogue","5135316654","","http://www.golfmanorsynagogue.org/","194"
"940","","","","","195"
"941","","","","","196"
"948","","","","","197"
"958","","","","","198"
"959","","","","","199"
"960","","","","","200"
"961","","","","","201"
"965","","","","","202"
"966","Heights Jewish Center   Beth Hamidrosh Hagodol","","heights@apk.net","http://www.hjcs.org/","203"
"984","Beth Israel Abraham Voliner","9133412444","office@biav.org","http://biav.org","204"
"987","","","","","205"
"994","","","","","206"
"996","","","","","207"
"998","","","","","208"
"999","Yeshivat Mikdash Melech","","","https://www.mikdashmelech.com/","209"
"1000","","","","","210"
"1002","","","","","211"
"1005","","","","","212"
"1006","","","","","213"
"1008","","","","","214"
"1012","Kehillas Ahavas Torah","5418441340","ahavastoraheugene@aol.com","http://minyan.us","215"
"1014","","","","","216"
"1017","","","","","217"
"1030","Kingsbury","2082048089","office.kingsyn@brijnet.org","http://www.brijnet.org/kingsyn","218"
"1036","","","","","219"
"1038","","","","","220"
"1042","","","","","221"
"1044","","","","","222"
"1047","","","","","223"
"1048","","","","","224"
"1052","","","","","225"
"1053","","","","","226"
"1054","Beis Shlomo","2156711981","philyrabbi@hotmail.com","","227"
"1059","Constantia Hebrew Congregation","217131818","constantiashul@herzlia.com","http://chc.org.za/","228"
"1063","","","","","229"
"1064","","","","","230"
"1067","","","","","231"
"1071","","","","","232"
"1077","Austria Hungary Anshe Sfard","2122276145","","","233"
"1081","","","","","234"
"1083","","","","","235"
"1088","","","","","236"
"1095","","","","","237"
"1098","","","","","238"
"1099","","","","","239"
"1101","","","","","240"
"1108","","","","","241"
"1109","","","","","242"
"1111","Bais Medrash Bais Shalom/ Simcha Room (Bmg)","7323639780","","","243"
"1112","Oheb Zedek   Taylor Road Synaogue","2163214875","","http://trsshul.org/","244"
"1114","","","","","245"
"1118","","","","","246"
"1120","Katlav (Kehilat Tohar Lev Barama)","","","","247"
"1124","","","","","248"
"1125","","","","","249"
"1126","","","","","250"
"1127","","","","","251"
"1133","","","","","252"
"1135","","","","","253"
"1136","","","","","254"
"1139","","","","","255"
"1141","Bais Yitzchok","","","http://www.baisyitzchok.org/","256"
"1148","","","","","257"
"1150","","","","","258"
"1154","","","","","259"
"1157","Beth Torah","7182529840","Bethtorah1061@gmail.com","https://www.beth-torah.com/","260"
"1158","","","","","261"
"1161","Beth Israel","7804888315","","","262"
"1165","","","","","263"
"1168","Bridge Lane Beth Hamedresh","","","http://www.blbh.org/","264"
"1169","","","","","265"
"1178","","","","","266"
"1180","","","","","267"
"1182","Frankels Shul","3472441882","","","268"
"1183","Ner Israel Rabbinical College","4104847200","","","269"
"1184","","","","","270"
"1186","","","","","271"
"1197","","","","","272"
"1201","Central Synagogue Of Oranit   Heichal Moshe","","","http://oranitamuta.org/","273"
"1204","","","","","274"
"1205","","","","","275"
"1210","","","","","276"
"1211","","","","","277"
"1212","","","","","278"
"1213","Israelitische Religionsgesellschaft Zuerich","442014998","irg@bluewin.ch","http://www.irgz.ch","279"
"1216","","","","","280"
"1226","","","","","281"
"1231","","","","","282"
"1234","Arugas Habosem   Rabbi Taub's Shul","4107640903","","","283"
"1236","","","","","284"
"1237","Beth Abraham (Herzbergs)","4103587456","RabbiDKatz@gmail.com","http://www.congbethabrahamhertzberg.org/","285"
"1240","","","","","286"
"1251","","","","","287"
"1255","","","","","288"
"1256","","","","","289"
"1262","","","","","290"
"1264","","","","","291"
"1265","Emunas Avraham   Pittsburgh","0533136010","h.pittsburgh@gmail.com","","292"
"1268","","","","","293"
"1269","","","","","294"
"1271","","","","","295"
"1273","","","","","296"
"1283","","","","","297"
"1285","Chabad Of Uruguay","27093444","","http://www.jabad.org.uy/","298"
"1292","","","","","299"
"1298","","","","","300"
"1299","","","","","301"
"1301","","","","","302"
"1306","Beis Knesses  Zerach Barnett 14","","","","303"
"1308","Derech Etz Chaim","026541379","","","304"
"1312","","","","","305"
"1314","","","","","306"
"1317","","","","","307"
"1319","","","","","308"
"1321","Beth Habad","494623513","","","309"
"1325","","","","","310"
"1331","","","","","311"
"1337","","","","","312"
"1340","","","","","313"
"1346","","","","","314"
"1352","","","","","315"
"1363","Mtc Montreal Torah Center","514-739-0770","mtc@themtc.com","","316"
"1364","","","","","317"
"1365","","","","","318"
"1368","","","","","319"
"1370","Beth Jacob Congregation","(614) 237-8641","Office@bjcolumbus.org","http://www.bjcolumbus.org/","320"
"1377","","","","","321"
"1378","","","","","322"
"1379","Sephardic Congregation Of Paramus","2019679898","sephardiccongofparamus@gmail.com","","323"
"1381","Bais Halevy","","","","324"
"1384","","","","","325"
"1395","","","","","326"
"1398","","","","","327"
"1412","","","","","328"
"1413","","","","","329"
"1422","","","","","330"
"1425","","","","","331"
"1429","","","","","332"
"1431","","","","","333"
"1435","","","","","334"
"1436","","","","","335"
"1443","","","","","336"
"1444","","","","","337"
"1448","","","","","338"
"1451","","","","","339"
"1458","","","","","340"
"1467","","","","","341"
"1468","","","","","342"
"1469","Beth Tefillah   Chabad Of Georgia","","smayo@bethtefillah.org","http://www.chabadga.com/","343"
"1476","","","","","344"
"1478","","","","","345"
"1480","Chabad House At Syracuse University","","chabad@syr.edu","http://www.chabadsyracuse.com/","346"
"1484","","","","","347"
"1485","","","","","348"
"1486","","","","","349"
"1499","","","","","350"
"1508","","","","","351"
"1509","","","","","352"
"1511","Chabad Of Agoura Hills","(818) 991-0991","ilw770@sbcglobal.net","","353"
"1514","Bais Menachem/Shul Of Postville","","","","354"
"1515","","","","","355"
"1531","","","","","356"
"1533","Chevra Shas Lubavitch (Aka Pesti Yeshiva)","","info@zsido.com","http://www.zsido.com","357"
"1536","","","","","358"
"1538","","","","","359"
"1542","","","","","360"
"1543","Chabad Romano Centre","905-303-1880","chabad@chabadrc.org","http://chabadrc.org","361"
"1557","","","","","362"
"1559","Chabad Jewish Center Of Sarasota Fl","(941) 925-0770","rabbi@chabadofsarasota.com","","363"
"1561","Boca Raton Synagogue (Brs)","5613940394","office@brsonline.org","http://www.brsonline.org","364"
"1562","","","","","365"
"1566","","","","","366"
"1567","Chabad Of Alpharetta","","info@chabadalpha.org","","367"
"1573","","","","","368"
"1574","","","","","369"
"1581","","","","","370"
"1582","","","","","371"
"1589","","","","","372"
"1594","","","","","373"
"1596","","","","","374"
"1601","Beit Chabad Ness Tziona","972-89400935","rabbisagee@gmail.com","http://www.ness-ziona.com/","375"
"1603","","","","","376"
"1605","","","","","377"
"1607","Netzach Israel","(404) 320-1852","Netzachisrael@gmail.com","http://www.netzachisrael.org/","378"
"1612","","","","","379"
"1616","","","","","380"
"1622","","","","","381"
"1635","","","","","382"
"1636","","","","","383"
"1637","Chabad Of Delaware","3028972959","rabbi@chabadde.com","http://www.chabadde.com/","384"
"1642","Beis Menachem","44-20-8802-0770","enquiries@chabad-uk.com","http://www.chabad-uk.com/","385"
"1643","","","","","386"
"1646","","","","","387"
"1653","","","","","388"
"1654","","","","","389"
"1657","","","","","390"
"1660","","","","","391"
"1663","","","","","392"
"1664","","","","","393"
"1665","","","","","394"
"1670","Westwood Village Synagogue","","threerebeccas@msn.com","http://www.villageshul.org/","395"
"1676","","","","","396"
"1678","","","","","397"
"1681","","","","","398"
"1683","","","","","399"
"1686","The Chai Center","6313518672","","http://www.thechaicenter.com","400"
"1698","","","","","401"
"1706","Canary Wharf Minyan","02070061000","Adrian.Cohen@Cliffordchance.com","","402"
"1711","","","","","403"
"1731","","","","","404"
"1733","Central Avenue Synagogue Chabad","8472660770","","http://www.nschabad.org/","405"
"1736","","","","","406"
"1741","Jewish Learning Exchange","3238570923","info@jlela.com","http://www.jlela.com/","407"
"1746","Industry City","","wlevi@industrycity.com","","408"
"1751","Yeshiva Gedolah Of Providence","401-274-3298","info@yeshivaofprovidence.org","http://www.yeshivaofprovidence.org/","409"
"1752","","","","","410"
"1754","","","","","411"
"1755","Brighton & Hove Hebrew Congregation","01273 888855","office@bhhc-shul.org","http://www.bhhc-shul.org","412"
"1757","Ohev Sholom Talmud Torah Of Olney","3013281834","contact@osttolney.org","https://www.osttolney.org/","413"
"1760","","","","","414"
"1765","Bais Hamedrash Of Flatbush (Bmf)","7186924393","bmfshul@gmail.com","","415"
"1766","","","","","416"
"1767","","","","","417"
"1768","","","","","418"
"1770","","","","","419"
"1774","","","","","420"
"1775","Bais Medrash Torah Utefilah","7187589359","","","421"
"1783","Kollel Bnei Torah","","","http://www.kollelbneitorah.org/","422"
"1786","","","","","423"
"1788","","","","","424"
"1790","Cong. Bais Avrohom","7183774432","mendyk2@att.net","","425"
"1792","","","","","426"
"1797","","","","","427"
"1798","","","","","428"
"1807","","","","","429"
"1810","","","","","430"
"1813","Ganei Efrat Mishkan Benaya","","yosh (at) mantinband (dot) com","","431"
"1817","Bris Avrohomcong. Sons Of Israel","2017980172","","","432"
"1819","","","","","433"
"1826","","","","","434"
"1829","Beis Midrash Ner Aryeh/Valley Torah","","","http://vths.org/","435"
"1841","","","","","436"
"1855","","","","","437"
"1858","Beis Medresh Lubavitch","4135678665","info@lya.org","http://lya.org","438"
"1860","","","","","439"
"1863","Philadelphia Yeshiva","","","","440"
"1866","Congregation Light Of Israel / Sephardic Center","585-271-5690","","","441"
"1874","","","","","442"
"1877","Chabad Lubavitch Of The Panhandle   Tallahassee","850-523-9294","rabbi@jewishtallahassee.com","http://www.jewishtallahassee.com/","443"
"1881","","","","","444"
"1882","Beth Israel Beth Aaron","514-487-1323","info@shul.org","http://shul.org","445"
"1888","","","","","446"
"1892","","","","","447"
"1900","","","","","448"
"1902","Derech Emmuna D'vien","718 253-5314","","","449"
"1913","","","","","450"
"1914","","","","","451"
"1923","","","","","452"
"1929","Chabad Lubavitch","804-740-2000","info@chabadofva.org","http://www.chabadofva.org","453"
"1935","Gateshead Shul","","office@gatesheadkehilla.co.uk","","454"
"1936","","","","","455"
"1941","Beis Hatalmud","","","","456"
"1944","","","","","457"
"1947","","","","","458"
"1950","","","","","459"
"1954","","","","","460"
"1957","","","","","461"
"1971","","","","","462"
"1979","","","","","463"
"1982","","","","","464"
"1994","","","","","465"
"1995","","","","","466"
"2011","","","","","467"
"2018","","","","","468"
"2021","Rabbinical Academy Of Venice","+39.041.5231495","Minian@Jewishvenice.org","http://Jewishvenice.org","469"
"2026","","","","","470"
"2027","","","","","471"
"2028","","","","","472"
"2033","Beis Hamedrash Hachodosh","0161 795 6225","","","473"
"2035","Machsike Hadas","45 33161850","info@chabad.dk","http://machsikehadas.dk","474"
"2049","Chasdei Avot","02-580-7283","","","475"
"2057","Young Israel Of Greater Buffalo","716-634-0212","info@yibuffalo.org","http://www.yibuffalo.org","476"
"2063","Newcastle Upon Tyne","07793 74 64 54","amlipsey@gmail.com","","477"
"2064","Young Israel Of Sunnyside","718 786 4103","youngisraelofsunnyside@gmail.com","http://www.youngisraelofsunnyside.org/","478"
"2067","Weiss & Company","2123023400","scott.rubin@weissandco.com","http://www.weissandco.com","479"
"2070","Kadimah Toras Moshe","(617) 254-1333","office@KadimahTorasMoshe.org","http://www.kadimahtorasmoshe.org/","480"
"2073","Mount Sinai Hospital Minyan","212-241-7262","rafael.goldstein@mountsinai.org","http://www.mountsinai.org/","481"
"2078","","","","","482"
"2084","","","","","483"
"2088","","","","","484"
"2091","Bais Ariel Chabad Jewish Enrichment Center","(205) 970-0100","OFFICE@CHABADOFALABAMA.COM","http://www.chabadofalabama.com/","485"
"2095","Chabad House","(918) 492-4499","","http://www.jewishok.com/","486"
"2096","Northwest Campus Of Jewish Living","(503) 977-9947","chabador@juno.com","http://chabadoregon.com/","487"
"2102","Kesher: Community Synagogue Of Tenafly & Englewood","201.227.1117","Rabbiblock@keshernj.com","http://www.keshernj.com/","488"
"2114","","","","","489"
"2118","Bais Medrash Tiferes Yosef Of Forest Park","7328061642","congforestpark@gmail.com","","490"
"2121","","","","","491"
"2123","Downtown Mincha Minyan","","amensh@ashcraftlaw.com","","492"
"2124","","","","","493"
"2128","","","","","494"
"2135","","","","","495"
"2136","","","","","496"
"2143","Edgware Adath Yisroel Congregation","44 20 8931 7917","","http://www.eayc.org","497"
"2144","","","","","498"
"2148","","","","","499"
"2150","Shearis Yisroel","","","","500"
"2153","","","","","501"
"2154","Caesarea Synagogue","","","","502"
"2157","K'hal Ateres Yeshaya","732 905 2643","","","503"
"2159","Nefesh Hachaim","08 865-5988","wells@mail.biu.ac.il","","504"
"2162","Shira Hadasha","","","","505"
"2164","Beis Avrohom (Goschalks)",""," bais.avrohom@btinternet.com","","506"
"2167","","","","","507"
"2168","Beit Yatir","02-9963126","","","508"
"2169","","","","","509"
"2170","","","","","510"
"2171","Tosher Beis Hamedrish Bp","7188546280","beishamedrish@tosh.com","https://twitter.com/ToshNews","511"
"2173","","","","","512"
"2175","Torat Emet   The Main Street Synagogue","","office@toratemet.org","http://www.toratemet.org/","513"
"2176","","","","","514"
"2177","","","","","515"
