id,name,tel,email,website,position
325,Bais Medrash L'torah,9734733666,chaim.a.davis@netscape.com,http://www.bmtshul.org,157
326,Bais Torah Utefilah,9734708888,,,158
327,Yeshiva Ner Boruch Pti,9735944774,ptitorah@gmail.com,http://www.ptiweb.org,71
330,Kosher Konnection,,,,161
331,K'hal Tiferes Boruch,9734724347,info@shomreitorah.us,http://www.tiferesboruch.org/,162
332,Congregation Beth El,2014384931,,http://www.rutherfordjewish.org/,163
333,Ybh Of Passaic,,,,73
334,Yeshiva Gedolah Of Passaic,9734726100,,,74
339,Tri State Surgical,"7,186,241,000,227",,,166
340,Sight And Style Optical (Dr. Mandel),7186252137,,,167
342,Track Data Corporation,"71,852,273,735,400",,,168
343,United Household Distributors,7183076558,,,169
347,Adas Yereim Vien,7183881751,,https://www.chadushesanash.com/,170
348,Warehouse Express,6462659627,,,171
350,Congregation Supporters Of Torah,7182844989,,,172
351,F&F Slipcovers   Decorators,7187822992,,,173
352,Congregation Bnai Israel,7186428804,,,174
353,Brookdale Hospital,7182405236,,,175
354,Rainbow Shops,"7,184,853,000,273",,,176
356,World Cheese Company,7189651700,,,177
357,Z. Reiss & Associates,"7,184,996,900,250",mschwarcz@zreiss.com,,178
358,Paskesz,7188322400,,,179
359,Mesorah Publications,7189219000,,,180
360,J. Import,7184929800,,,181
361,Creative Technologies,7184928400,,,182
362,Hasc Center,7187457575,,,183
363,Schwartzman Export/Import,7184923800,,,184
365,Ohel Childrens Home & Family Services,7188516300,,,75
367,Coney Island Hospital,7186165374,,http://www.coneyislandhospital.com/,186
368,Brooklyn Veterans,7186303794,,,187
370,Agudah Of Greenspring Torah Center,4103588257,,,189
372,Bnai Jacob,7188321266,cbjparkslope@gmail.com,,77
376,Agudah Minyan / Reshet Shiurei Torah,2125412280,,,78
377,Jec Elmora / Main Shul,9083554850,,http://jecelmorashul.org/,192
378,Jec Adath Israel/North Avenue Shul,9083554850,welcome2ai@yahoo.com,http://www.adathisraelshul.org/,193
387,Keter Torah (Roemer),,,http://www.ketertorah.org,83
389,Young Israel Of Teaneck,2018371710,,http://www.yiot.org,200
390,Zichron Mordechai,2018377696,,http://zichronmordechai.org/wp/,201
391,Yeshivas Bais Mordechai Of Teaneck,2018335920,,,202
393,Shaarei Orah,2018330800,office@sephardicteaneck.org,http://www.sephardicteaneck.org/,203
394,Ambra,2018370080,,,204
399,Young Israel Of Huntington,6313857276,,,88
403,26 Federal Plaza,2017096799,,,209
405,Chambers And Centre,2126698804,,,210
407,Rca Office,2128079000,,,211
408,Chai Lifeline,2124651300,info@chailifeline.org,http://www.chailifeline.org/,212
410,Pinnacle Group,2126952800,,,213
417,Young Israel Of Great Neck,5168296040,,http://www.yign.org,214
418,Columbia University Yavneh Minyan,2128545111,,http://www.columbia.edu/cu/jsu/yavneh/minyan_times.shtml,215
420,Yeshivas Ohavei Torah,7184322600,,,89
421,Yeshiva Of Telshe Alumni,7186013523,,https://yeshivatelshealumni.com/,217
422,The Ullman Building,7184303756,,,90
423,Wayne Center For Nursing And Rehabilitation,"71,865,517,005,521",,,219
424,Elmax Lumber,7184667500,,,220
426,East Haven Nursing & Rehab Ctr.,7186552848,,,221
427,Montefiore Medical Center,7189205321,aydel@yehudamemorial.com,,222
429,Rite Price Printing / Metrographics,7184974336,,,224
431,Rjj Boys School (Yeshiva Merkaz Hatorah),7189796333,susan.kopstick@gmail.com ,http://www.ymht.org/,225
434,Yeshiva Of Nitra,9146664825,,http://yeshivaofnitra.org/,93
436,Yeshiva Gedola Of Bayonne,2013397187,,,228
439,Artus Corporation,2015681000,,,229
440,Ahavath Torah,2015681315,office@ahavathtorah.org,http://ahavathtorah.org/,230
442,Zichron Dan,2014692823,bstrasser@iso.com,,95
445,Hudson Equities,2013335900,,,233
446,Synagogue Of The Suburban Torah Center,9739940122,info@suburbantorah.org,http://www.suburbantorah.org,234
454,Mesivta Sanz Of Hudson County,,,https://www.mesivtasanz.com/,97
456,Rabbi Jacob Joseph School,7329856533,,,237
457,Sakar International,7322481306,,,98
459,Beth Abraham Jacob,5184895819,contact@cbaj-albany.org,http://www.cbaj.org/,99
460,Anshe Sholom,9146329220,asnewroch@aol.com,http://www.anshesholomnewrochelle.org/,240
462,Congregation Bikur Cholim Sheveth Achim,2036717044,bikurcholim@comcast.net,http://bikurcholimnewhave.wix.com/shul,241
465,Young Israel Of Century City,3102736954,shuloffice@yicc.org,http://www.yicc.org/,100
477,Young Israel Of Deerfield Beach,9545713904,yidb4444@bellsouth.net,,245
479,Shaarey Zedek,8187630560,info@valleyshul.com,http://www.valleyshul.com/,104
483,Young Israel Of Northridge,8183682221,rabbiklein@yion.org,,250
502,Adath Yeshurun,,kgs@nyc.rr.com,http://kewgardenssynagogue.org/,115
504,Kahal    Nachlas Avos Ejc,7184833905,,,260
505,Rockwood Park Jewish Center,7183163055,yehoshuasamuels@gmail.com,,116
507,Tiferes Shmuel,7184416874,,,262
509,Yeshiva Shaar Hatorah,7188461940,,,118
510,Young Israel Of Briarwood,7186572880,,,265
513,Agudath Israel Of Long Island,7183275330,,,119
518,Bais Yisroel Of Bayswater (Maimonides Minyan),7183273808,,,269
521,Kehilas Jakob,7183278007,,,123
527,Sefardic Shul Of Far Rockaway,7187046491,,,274
528,Khal Bais Shmuel Aba,7184710563,khalbaisshmuel@gmail.com,,126
532,Yeshiva Mercaz Hatorah Of Belle Harbor,7184743064,office@ymhbh.com,http://ymhbh.com/,277
535,Young Israel Of Hewlett / Ahavat Yisrael,5162952282,office@yihewlett.org,http://www.YIhewlett.org,279
539,Bais Tefilah,5163745523,,,131
542,Beth Sholom,5165693600,,http://bethsholom.us/,134
548,Shaare Emunah/Sephardic Congregation Of Five Towns,5168125121,info@shaareemunah.org,http://ShaareEmunah.org,136
550,Yeshiva Gedolah Of The Five Towns(Mesoras Hatorah),5162958900,,,137
552,Young Israel Of N. Woodmere,6464181633,,http://www.yinw.org,290
558,Beth Jacob Jewish Educational Center,7188964444,,,292
560,Chofetz Chaim Kessel St Synagogue,7182684700,,,293
561,Cong Of Georgian Jews,7188973100,info@cgjnyc.com,http://www.congregationofgeorgianjews.com/,140
563,Forest Park Jewish Center,7188476273,mglazer@rabbinical.org,,141
565,Jewish Community Center Of Queens,7188966695,,,143
566,Machane Chodosh,7187935656,,http://www.machanechodosh.org/,144
568,Queens Jewish Center,7184598432,office@MyQJC.org,,145
569,Sephardic Jewish Cong. Of Queens,7185446932,,,300
574,Young Israel Of Jackson Heights,7186398888,rabbiisaiah09@gmail.com,,303
576,Agudath Israel Of Kew Gardens Hills,9176818001,,,305
577,Ahavas Yisroel,7185206273,,http://caykgh.blogspot.com/,149
578,Bais Chabad,7183807050,Chabadqns@aol.com,,150
579,Bais Dovid D'lantzut,7182637036,baisdovid@gmail.com,,151
582,Bais Yosef Ulem,7182638486,,,310
584,Bnai Abraham,7182614580,,,153
586,Khal Degel Israel,7185449754,,http://www.degelisrael.com,155
589,Jewish Heritage Center,7185753100,,,316
592,Mogen Avraham,,,,159
593,Nachlas Yitzchak,7185200115,,,319
594,Nusach Ari,,,,320
597,Sephardim,7185919574,,,323
598,Shaarei Teshuva,7187932886,,,162
600,Torah Lodaas,7185448497,,,164
603,Yeshiva Ohr Hachaim,7185449462,yockgh@gmail.com,,166
604,Yeshivat Berachel David/Torah Highschool Of Queens,7188494140,,,329
618,Maimonides Minyan,6172324414,msnyder@maimonides.org,http://maimonides.org,337
621,The Zvhil   Mezbuz Beis Medrash (Downtown Boston),6172278200,info@rebbe.org,,338
622,Ohel Moed,97714013,,,339
623,Ariel,528690104,,,340
624,Beit Avot Achuzat Bayit,97705050,,,174
625,Beit Avot Mishan,97748743,,,342
626,Beit Avot Zimmerman,97745322,,,343
627,Beit Knesset Hagadol,97454962,,,344
628,Heychal Binyamin Community Center,97431855,,,175
629,Beit Knesset Ohel Ari,97446494,info@bkohelari.org,http://www.bkohelari.org/,176
630,Haminyan Hakehilati,97711562,,,347
633,Kinor David,526070750,,http://www.kinordavid.org/,348
634,Lechu Neranena,,LechuNeranena@gmail.com,,349
636,Mishkan Ori,97745734,,,351
637,Adat Bnei Yisrael,97452179,bk.adatbneiyisrael.raanana@gmail.com,,352
638,Adat Yisrael,97481967,,,353
640,Alumim,97425016,,,179
641,Aliyah,97719888,,,180
642,Etzyon,97745895,,,357
643,Peilei Agudat Yisrael (Pa,97481846,,,358
645,Tzur Yisrael,97482949,,,360
646,Cleveland (Chasidei Cleveland),97746702,ganeden11@gmail.com,,182
649,Ahavat Zion,97433689,,,364
650,Ohel Mordechai,97489644,,,365
651,Orach Chayim,,,,366
653,Beit El,97427037,,,368
654,Beit Ari,97712836,,,186
655,Beit Yisrael,97714824,,,187
656,Bar Yochai,50286616,,,188
660,Yeshurun,52583886,,,375
661,Magen David,97411389,,,376
663,Mikdash Melech (Heychal Uriel),97454167,,,193
664,Nachal Yehonatan (El Olam),97441729,,,379
667,Eitz Chayim,,,,382
668,Shevet Achim,52739564,,,196
669,Or Zion,97713121,,,384
671,Bilu,97715671,,,198
672,Beit Aharon,97744650,,,199
673,Beit Yaakov,97745872,,,388
674,Yemin Moshe,54722667,,,389
676,Migdal Tzedek,,,,391
677,Moreshet Avot,97434733,,,392
678,Mekor Chayim,97713844,,,393
679,Nachlat Achim,97748148,,,394
682,Tiferet Bachurim Lzecher Hachalalim,97715705,,,397
684,Hayeshiva Hachadashah,,,,399
688,Adat Yeshurun,8585351196,,http://www.adatyeshurun.org/,400
690,Chabad Of Rancho Bernardo & Poway,8584510455,rabbi@chabadpoway.com,http://www.chabadpoway.com/,402
691,Chabad Center Of University City,8584551670,info@chabaduc.org,http://www.chabaduc.org/,205
702,Beit Chatam,,,http://chatam.org/,410
709,Chabad House Of Greater Boston,6174241190,,http://www.chabadboston.org/,416
711,Shaare Tefilla,9726610127,shaaretefilla@gmail.com,http://www.shaaretefilla.org/,218
717,Chabad Of Boca Raton,5619946257,,,421
721,Magen David Dallas,9723867166,dimoyal@sbcglobal.net,http://www.magendaviddallas.org/,424
725,Rodfei Sholom,2104933557,,http://www.rodfeisholom.com/schedule.html,225
726,Albert Einstein Synagogue,,einsteinsynagogue@gmail.com,http://www.einsteinsynagogue.com/,428
731,Chabad Lubavitch Of Markham,9058860420,,,430
734,Chabad Of Plano/Collin County,9725968270,Connect@chabadplano.org,,432
738,Century City Mincha Minyan,3102721390,minyan@qntnl.com,,433
746,Ohr Chaim,3056741326,ohrchaim@aol.com,,437
748,Northern Suburbs Hebrew Congregation,,,,439
749,Bondi Mizrachi Synagogue,293653838,,,440
752,Beith Tefila,706585861,,http://www.welcome.to/minyan,442
755,Utopia Jewish Center,7184618347,,,235
756,Hollywood Bais Medrash,9549864944,MKreuter@BellSouth.net,,446
757,Central Synagogue,93554000,,,447
764,Young Israel Of Ottawa,6137228394,Info@youngisrael.ottawa.on.ca,http://www.youngisrael.ottawa.on.ca/,450
765,Kiever Shul,4165939702,thekiever@kievershul.com,http://www.kievershul.com/,451
769,Reading Hebrew Congregation,1189571018,,,452
777,Moreshet,,,http://www.moreshet.com,454
778,Beit Dorshay,,,,455
780,The Late Late Minyan,,shul@lateminyan.com,http://www.lateminyan.com/,457
786,Bet Yosef (The Caro Synagogue),404893770,rabbimdadon@gmail.com,,459
788,Beth Joseph Congregation,6022778858,office@phoenixbethjoseph.org,http://www.phoenixbethjoseph.org/,460
791,Chabad Of The East Valley,4808554333,rabbi@chabadcenter.com,http://www.chabadcenter.com/,461
792,Chabad Of The West Valley,4802270958,,http://ichabad.org,462
794,Magen David Of Beverly Hills,3102740808,magendavidofbeverlyhills@gmail.com,,463
796,Beth Torah,9499519063,,,464
797,Ahavas Yisroel Synagogue (Ari),3238571607,sternacitron@gmail.com,,465
806,Ohev Shalom,3236537190,,,469
815,Eliahu South Bay Torah Center,6194722144,,,477
818,Adath Israel,4155645665,Rabbi@adathisraelsf.org,http://www.adathisraelsf.org/,479
821,Maohr Hatorah,3104532601,info@maohr.org,,481
822,Pacific Jewish Center,3103928740,info@pjcenter.com,http://www.pjcenter.com/,482
823,Chabad Of California   West Coast Headquarters,3107091556,Rabbi@ChabadWestwood.com,http://ChabadWestwood.com,253
827,Westville Synagogue/Beth Hamedrosh,2033899513,office@westvilleshul.org,http://www.westvilleshul.org/,255
829,Ahavath Chesed,8604423234,,,256
833,Beth Jacob Congregation,5104821147,office@bethjacoboakland.org,http://www.bethjacoboakland.org/,489
834,Congregation Bnai Israel,,77thstreetshul@gmail.com,,490
836,Brothers Of Joseph,8608873777,,,260
838,Young Israel Of Stamford,2033483955,,http://youngisraelstamford.org/,493
844,Palm Beach Synagogue,5618389002,office@palmbeachsynagogue.com,http://www.palmbeachsynagogue.org/,264
846,Beth Jacob,4046330551,,http://www.bethjacobatlanta.org/,499
848,Bnai Torah,3172535253,office@btorah.org,http://www.btorah.org/,500
857,Young Israel Of Patchogue,6316540882,,,507
863,Young Israel Ezras Israel Of Potomac,3012992827,,http://www.yieip.org/,509
864,Kemp Mill Synagogue,3015930996,office@kmsynagogue.org,http://www.kmsynagogue.org/,273
866,Young Israel Shomrai Emunah (Yise),3015934465,,http://www.yise.org/,275
875,Chabad House At Amherst,4135492008,,http://www.chabadhouseatamherst.org/,516
878,Ann Arbor Orthodox Minyan,,,http://www.annarborminyan.org/,280
879,Young Israel Of Oak Park,2489673655,,http://www.yiop.org/,519
880,Tpheris Israel Chevra Kadisha,,,http://www.tickstl.com/,281
883,Chabad Of Southern Nevada,7022590770,,http://www.chabadlv.org/,282
884,Chabad Of Summerlin Desert Shores,7028550770,,,522
890,Mount Sinai Congregation,2012223445,info@bestshulever.org,http://www.mtsinai.net/,525
892,Brothers Of Israel,7322226666,info@brothersisrael.org,http://www.brothersisrael.org/,526
893,Shaya Ahavat Torah,9733353636,ParsippanyShul@optonline.net,http://www.shayaahavattorah.org/,527
895,Beth Israel,9737313383,bethisraelwo@comcast.net,,529
896,Ohr Torah,9736697320,,http://www.congregationohrtorah.org/,286
899,Beth David,6077221793,rabbisilber@stny.rr.com,http://www.bethdavid.org/minaymim/,531
900,Agudath Yisroel Of Flatbush,,,http://www.agudahofflatbush.org/,287
904,Kehilas Moreshes Yaakov (Russian),7183013224,kehilasmoreshesyaakov@gmail.com,https://www.kehilasmoreshesyaakov.org/,290
905,Achei Tmimim   The Saranac Synagogue,7168761284,,http://www.saranacsynagogue.org/,536
907,Elmont Jewish Center,5164047822,rabbi.ejc@gmail.com,,538
908,Great Neck Synagogue,5164876100,,http://www.gns.org/,539
911,Young Israel Of Long Beach,5164312404,yilbpres@gmail.com,http://www.yilb.org/,292
914,Tifereth Israel (Landfield Avenue Synagogue),8457948470,,http://landfieldavenuesynagogue.org/,542
915,Mt. Kisco Hebrew Congregation,9142427460,office@mkhc.org,http://www.mkhc.org/,543
920,Old Broadway Synagogue,2126629767,PaulRadensky@gmail.com,http://www.oldbroadwaysynagogue.blogspot.com/,546
921,Shearith Israel/Spanish Portugese Synagogue,2128730300,,http://www.shearithisrael.org/,296
922,Washington Heights Congregation (The Bridge Shul),2129234407,info@bridgeshul.com,http://www.bridgeshul.com/,548
923,Young Israel Of The West Side,2127877513,Office@yiws.org,http://www.yiws.org/,549
926,Riverdale Jewish Center,7185481850,info@RJConline.org,http://www.rjconline.org/,550
928,Saratoga Beis Mashe,5185878980,,,552
929,Young Israel Of Spring Valley,8453563363,,,553
930,Aur Torah Sephardic Minyan,9175607010,aurtorah@hotmail.com,http://aurtorah.org/,554
933,Bina,+612 9365 4421,rabbig@bina.com.au,,556
935,Twin Rivers Minyan   Cong. Toras Emes,6094434877,,,557
937,Ahavas Sholom,6142524815,ahavassholom@gmail.com,http://www.ahavas-sholom.org/,559
939,Kesser Israel,5032221239,info@kesserisrael.org,http://www.kesserisrael.org/,560
942,Mikveh Israel,2159225446,Info@mikvehisrael.org,http://www.mikvehisrael.org/,563
944,Shomrei Habrith,6109210881,,,302
950,The Rohr Chabad Jewish Student Center @ Ut,5124777770,RabbiZev@ChabadUT.com,http://www.jewishlonghorns.com/,304
952,The Meyerland Minyan Synagogue,,info@meyerlandminyan.org,http://www.meyerlandminyan.org,305
953,Beit Knesset,4342021124,https://www.chabadofcharlottesville.org/			,mailto:https://www.chabadofcharlottesville.org/			,568
954,Bnai Israel,7576277358,office@bnaiisrael.org,http://www.bnaiisrael.org/,306
955,Keneseth Beth Israel,8042887953,kbi@kbirichmond.com,http://kbirichmond.com/,570
956,Shevet Achim,2062751539,contactus@shevetachim.com,http://www.shevetachim.com/,571
963,Yussr Youth Center,11375172101761,,,311
967,Khal Magrov   Bais Arye,,,,314
968,Or Chadash,,,http://www.or-chadash.org/,580
972,Chabad House Of Edison/Metuchen,7329068194,,,581
974,Ohr Torah,7327776840,,http://www.ohrtorah.net/,315
976,Rabbi Pesach Raymon Yeshiva,7325725052,,,316
977,Yeshiva Shaarei Tzion,7327770029,,,317
979,Kenesseth Israel Congregation,9529202183,Rabbi@kenessethisrael.org,http://www.kenessethisrael.org/,585
980,Yeshivah,95228222,,,586
981,Dover Heights Shule,,info@dhs.org.au,,587
983,Edgware (United) Synagogue,2089587508,,,588
988,Ahi Ezer Torah Center,7184157419,,,591
989,Ateret Torah,7183757100,,,320
990,Avenue O Synagogue,7186270880,Roberts@laregale.com,http://www.aveosynagogue.com/,593
1001,Beis Chabad Ohel Devorah,395259043,broner@optusnet.com.au,,326
1003,Jewish Center Of Atlantic Beach,5163710972,jcaboffice@gmail.com,,601
1004,The Calabasas Shul,8182251405,,,602
1009,Magain David Sephardim Congregation,4157529095,info@magaindavid.com,http://www.magaindavid.com/,331
1013,The Bayit,6044414770,Rabbi@thebayit.ca,http://Thebayit.ca,608
1020,Chabad Of Tennessee,9017540404,Chabad@JewishMemphis.com,http://www.jewishmemphis.com/,611
1021,Minyan @Sunharbor Manor,5166215400,earyeh@sunharbormanor.com,,612
1022,Barnet,2084490145,,http://www.barnetsynagogue.org.uk/services.html,613
1024,Borehamwood And Elstree,2083865227,info@borehamwoodshul.org,http://www.borehamwoodshul.org/,614
1026,Cockfosters & North Southgate,2088868225,,,615
1027,Finchley Synagogue,2083468551,,,616
1031,Mill Hill,2089591137,,,618
1032,Pinner,20888687204,info@pinnersynagogue.com,http://www.pinnersynagogue.com/,336
1033,Stanmore & Canons Park,2089542210,,,620
1034,Wembley United Synagogue,2089046565,office@wembleysynagogue.org.uk,http://www.wembleysynagogue.com/,621
1035,Woodside Park,84454236,,,622
1039,Hampstead Garden Suburb,2084558126,office@hgss.org.uk,http://hgss.org.uk,625
1040,Central Synagogue,2075801355,administrator@centralsynagogue.org.uk,http://www.centralsynagogue.org.uk/,626
1043,Chigwell & Hainult,2085002451,,,628
1046,South Tottenham,2088802731,,,630
1050,Beit Chabad Morumbi,30314555,,http://www.sinagogamorumbi.org.br/,633
1051,Bevis Marks,2076261274,mauricebitton@bevismarks.org.uk,http://www.bevismarks.org.uk/,634
1056,Cedar Village,5133363149,,,638
1060,Cremorne And District Hebrew Congregation,299081853,,,640
1061,Exeter Hebrew Congregation,1392251529,,,347
1062,Staines & District Synagogue,1784462557,,,642
1066,Young Israel Of White Oak,3015935154,yiwogroup@gmail.com,,350
1068,Ohel Yonah Menachem,,,http://www.ohelyonah.com/,647
1070,Shomrei Emunah,,shomreiemunahnj@gmail.com,http://www.shomreiemunahnj.org/,648
1072,Home Of The Sages,2126738500,,,650
1075,Hillman Housing Playroom,2126775858,,,651
1076,Chevra Tzemach Tzedek,9176960193,,,652
1079,Boyaner Bais Medrash,8457015086,,,354
1086,Magen David Of Manhattan,2126730333,info@magendavidny.org,http://www.magendavidny.org/,357
1089,Agudah Mogain Avraham,2485521971,,,659
1090,Bait Knesset Hag'ra,2485428737,,,660
1091,Beth Tefilo Eman. Tikvah,2485595022,,,359
